user_id,transaction_amount,transaction_time,merchant,description,category
user_0053,238.28,2024-02-23 15:55:00,Bank Transfer,Bank Transfer,Transfer
user_0374,218.82,2024-04-11 03:16:00,Electricity Co.,Electricity Co. purchase,Utilities
user_0258,226.61,2024-06-27 21:57:00,Gaming Store,Gaming Store purchase,Entertainment
user_0482,110.59,2024-04-02 05:46:00,Electricity Co.,Electricity Co. purchase,Utilities
user_0726,257.92,2024-04-25 07:28:00,Bank Transfer,Bank Transfer,Transfer
user_0333,115.39,2024-10-20 17:58:00,Walmart,Walmart purchase,Groceries
user_0599,139.87,2024-04-07 21:43:00,Water Bill,Water Bill purchase,Utilities
user_0614,138.31,2024-02-19 19:40:00,Employer,Employer,Salary
user_0971,318.06,2024-11-09 18:06:00,Lyft,Lyft purchase,Transport
user_0564,261.28,2024-05-24 14:11:00,Taxi,Taxi purchase,Transport
user_0797,89.67,2024-05-13 23:56:00,Employer,Employer,Salary
user_0698,262.55,2024-12-02 22:44:00,Bank Transfer,Bank Transfer,Transfer
user_0794,143.77,2024-10-17 09:56:00,Bank Transfer,Bank Transfer,Transfer
user_0893,381.69,2024-09-04 15:05:00,P2P Transfer,P2P Transfer,Transfer
user_0915,254.79,2024-07-14 11:19:00,Doctor Visit,Doctor Visit purchase,Healthcare
user_0613,334.65,2024-11-19 03:42:00,Whole Foods,Whole Foods purchase,Groceries
user_0019,71.54,2024-12-23 05:38:00,Department Store,Department Store purchase,Shopping
user_0228,166.45,2024-07-12 05:56:00,Landlord,Landlord purchase,Rent/Mortgage
user_0081,479.56,2024-07-13 10:30:00,Payroll,Payroll,Salary
user_0530,386.69,2024-08-11 15:29:00,Department Store,Department Store purchase,Shopping
user_0639,268.04,2024-04-13 06:53:00,Uber,Uber purchase,Transport
user_0783,384.33,2024-03-02 03:31:00,Freelance Income,Freelance Income,Salary
user_0132,99.78,2024-10-22 03:30:00,Bank Transfer,Bank Transfer,Transfer
user_0570,364.96,2024-05-12 05:42:00,Bus Ticket,Bus Ticket purchase,Transport
user_0833,305.12,2024-09-09 20:05:00,Gaming Store,Gaming Store purchase,Entertainment
user_0182,485.38,2024-10-11 12:08:00,P2P Transfer,P2P Transfer,Transfer
user_0860,345.76,2024-02-13 03:10:00,Department Store,Department Store purchase,Shopping
user_0064,451.92,2024-04-25 23:35:00,Misc,Misc purchase,Other
user_0942,462.06,2024-04-22 18:15:00,Gas Company,Gas Company purchase,Utilities
user_0556,176.64,2024-04-23 14:16:00,Landlord,Landlord purchase,Rent/Mortgage
user_0226,111.41,2024-06-21 05:33:00,Landlord,Landlord purchase,Rent/Mortgage
user_0948,285.41,2024-06-25 17:51:00,Ebay,Ebay purchase,Shopping
user_0280,18.31,2024-02-03 04:14:00,P2P Transfer,P2P Transfer,Transfer
user_0597,253.9,2024-01-03 08:18:00,Misc,Misc purchase,Other
user_0095,490.12,2024-07-20 07:28:00,Trader Joe's,Trader Joe's purchase,Groceries
user_0465,132.74,2024-12-27 03:01:00,Taxi,Taxi purchase,Transport
user_0254,56.01,2024-12-05 12:26:00,Uncategorized,Uncategorized purchase,Other
user_0505,179.48,2024-09-30 03:22:00,Restaurant,Restaurant purchase,Entertainment
user_0704,280.43,2024-11-07 18:48:00,Employer,Employer,Salary
user_0721,417.87,2024-02-29 22:25:00,Medical Supply,Medical Supply purchase,Healthcare
user_0400,397.85,2024-10-15 01:07:00,Spotify,Spotify purchase,Entertainment
user_0913,478.56,2024-11-07 20:10:00,Bank Transfer,Bank Transfer,Transfer
user_0888,274.26,2024-02-12 17:42:00,Misc,Misc purchase,Other
user_0785,357.4,2024-12-25 03:08:00,Gaming Store,Gaming Store purchase,Entertainment
user_0708,413.21,2024-12-24 22:14:00,Doctor Visit,Doctor Visit purchase,Healthcare
user_0961,313.55,2024-09-07 14:36:00,Bank Transfer,Bank Transfer,Transfer
user_0634,436.8,2024-04-17 14:30:00,P2P Transfer,P2P Transfer,Transfer
user_0200,369.31,2024-01-03 12:26:00,Dentist,Dentist purchase,Healthcare
user_0677,163.17,2024-05-17 04:29:00,Gas Company,Gas Company purchase,Utilities
user_0855,120.5,2024-02-12 04:41:00,Restaurant,Restaurant purchase,Entertainment
user_0579,137.91,2024-09-01 16:34:00,Kroger,Kroger purchase,Groceries
user_0783,470.71,2024-07-04 18:53:00,Gas Station,Gas Station purchase,Transport
user_0386,332.73,2024-06-05 22:57:00,Gas Company,Gas Company purchase,Utilities
user_0914,106.59,2024-08-05 15:08:00,Lyft,Lyft purchase,Transport
user_0958,194.79,2024-05-23 15:29:00,Bus Ticket,Bus Ticket purchase,Transport
user_0745,6.71,2024-07-02 18:11:00,Mortgage,Mortgage purchase,Rent/Mortgage
user_0238,283.67,2024-08-26 23:17:00,Misc,Misc purchase,Other
user_0072,260.53,2024-01-28 20:31:00,Netflix,Netflix purchase,Entertainment
user_0178,426.55,2024-09-07 12:04:00,Dentist,Dentist purchase,Healthcare
user_0410,61.82,2024-11-23 11:15:00,Hospital,Hospital purchase,Healthcare
user_0742,490.13,2024-09-10 04:04:00,Uber,Uber purchase,Transport
user_0289,23.85,2024-02-07 05:56:00,Lyft,Lyft purchase,Transport
user_0296,431.27,2024-07-11 16:24:00,Spotify,Spotify purchase,Entertainment
user_0391,459.87,2024-04-08 11:00:00,Misc,Misc purchase,Other
user_0286,356.84,2024-04-26 01:27:00,Rent Payment,Rent Payment purchase,Rent/Mortgage
user_0393,109.58,2024-03-08 07:31:00,Freelance Income,Freelance Income,Salary
user_0976,67.91,2024-06-18 10:54:00,Medical Supply,Medical Supply purchase,Healthcare
user_0694,128.92,2024-08-08 14:31:00,Bank Transfer,Bank Transfer,Transfer
user_0970,61.64,2024-08-13 08:05:00,P2P Transfer,P2P Transfer,Transfer
user_0825,499.09,2024-03-17 10:54:00,Misc,Misc purchase,Other
user_0963,90.3,2024-03-23 05:01:00,Bus Ticket,Bus Ticket purchase,Transport
user_0296,322.65,2024-10-09 03:57:00,Payroll,Payroll,Salary
user_0536,397.37,2024-01-11 05:14:00,Whole Foods,Whole Foods purchase,Groceries
user_0118,262.23,2024-12-08 22:54:00,Concert Tickets,Concert Tickets purchase,Entertainment
user_0639,439.47,2024-03-26 22:56:00,Electricity Co.,Electricity Co. purchase,Utilities
user_0091,182.62,2024-09-22 12:54:00,Dentist,Dentist purchase,Healthcare
user_0522,349.77,2024-10-02 23:34:00,Hospital,Hospital purchase,Healthcare
user_0541,198.86,2024-09-08 10:26:00,Bank Transfer,Bank Transfer,Transfer
user_0681,489.98,2024-04-26 15:21:00,Walmart,Walmart purchase,Groceries
user_0453,382.02,2024-04-28 18:51:00,Gaming Store,Gaming Store purchase,Entertainment
user_0568,257.96,2024-02-06 06:46:00,Doctor Visit,Doctor Visit purchase,Healthcare
user_0181,261.2,2024-01-08 05:59:00,Electricity Co.,Electricity Co. purchase,Utilities
user_0600,55.45,2024-08-08 00:28:00,Doctor Visit,Doctor Visit purchase,Healthcare
user_0879,446.37,2024-04-19 20:21:00,Whole Foods,Whole Foods purchase,Groceries
user_0451,355.3,2024-04-19 21:07:00,Lyft,Lyft purchase,Transport
user_0497,430.82,2024-04-24 22:30:00,Target,Target purchase,Groceries
user_0586,61.84,2024-02-26 21:26:00,Landlord,Landlord purchase,Rent/Mortgage
user_0078,226.88,2024-02-17 09:48:00,Con Edison,Con Edison purchase,Utilities
user_0338,76.48,2024-11-17 17:36:00,Various,Various purchase,Other
user_0145,81.6,2024-12-14 21:55:00,Restaurant,Restaurant purchase,Entertainment
user_0390,326.68,2024-07-24 05:04:00,Amazon,Amazon purchase,Shopping
user_0824,203.4,2024-08-20 23:25:00,Landlord,Landlord purchase,Rent/Mortgage
user_0539,293.4,2024-08-21 21:38:00,Uncategorized,Uncategorized purchase,Other
user_0835,125.86,2024-06-16 01:50:00,Amazon,Amazon purchase,Shopping
user_0422,279.86,2024-08-14 22:19:00,Target,Target purchase,Groceries
user_0947,71.26,2024-03-12 05:14:00,Bus Ticket,Bus Ticket purchase,Transport
user_0708,376.38,2024-01-04 15:54:00,Target,Target purchase,Groceries
user_0032,461.33,2024-12-07 00:08:00,Freelance Income,Freelance Income,Salary
user_0233,434.91,2024-02-19 00:06:00,Various,Various purchase,Other
user_0460,338.12,2024-01-06 01:28:00,Payroll,Payroll,Salary
user_0183,340.59,2024-08-26 11:17:00,Whole Foods,Whole Foods purchase,Groceries
user_0296,182.19,2024-02-09 10:46:00,Water Bill,Water Bill purchase,Utilities
user_0865,269.37,2024-01-17 01:47:00,Uber,Uber purchase,Transport
user_0274,118.94,2024-06-17 12:21:00,Misc,Misc purchase,Other
user_0811,105.58,2024-03-21 03:58:00,Misc,Misc purchase,Other
user_0108,145.8,2024-08-24 17:10:00,Freelance Income,Freelance Income,Salary
user_0609,32.84,2024-09-13 06:55:00,P2P Transfer,P2P Transfer,Transfer
user_0014,132.62,2024-09-19 10:16:00,P2P Transfer,P2P Transfer,Transfer
user_0951,320.13,2024-06-22 10:45:00,Landlord,Landlord purchase,Rent/Mortgage
user_0223,225.9,2024-07-18 08:05:00,PG&E,PG&E purchase,Utilities
user_0219,428.37,2024-05-20 08:18:00,Freelance Income,Freelance Income,Salary
user_0230,10.67,2024-05-18 04:07:00,Taxi,Taxi purchase,Transport
user_0034,418.79,2024-07-04 05:22:00,Rent Payment,Rent Payment purchase,Rent/Mortgage
user_0632,478.53,2024-01-08 07:27:00,Online Shop,Online Shop purchase,Shopping
user_0871,81.17,2024-05-18 15:53:00,Kroger,Kroger purchase,Groceries
user_0034,292.96,2024-08-23 19:44:00,H&M,H&M purchase,Shopping
user_0959,356.19,2024-07-17 16:30:00,Misc,Misc purchase,Other
user_0000,421.78,2024-07-02 15:27:00,Bank Transfer,Bank Transfer,Transfer
user_0370,187.98,2024-08-01 21:20:00,Payroll,Payroll,Salary
user_0921,362.76,2024-08-19 08:12:00,Amazon,Amazon purchase,Shopping
user_0262,429.01,2024-01-31 09:58:00,Payroll,Payroll,Salary
user_0487,73.6,2024-06-08 09:56:00,Employer,Employer,Salary
user_0863,59.23,2024-07-08 04:09:00,Gas Company,Gas Company purchase,Utilities
user_0098,82.9,2024-11-07 09:32:00,Various,Various purchase,Other
user_0745,85.95,2024-08-20 17:25:00,Walmart,Walmart purchase,Groceries
user_0952,264.4,2024-04-23 13:05:00,Employer,Employer,Salary
user_0579,286.64,2024-11-08 03:02:00,Online Shop,Online Shop purchase,Shopping
user_0824,304.42,2024-05-19 04:57:00,Amazon,Amazon purchase,Shopping
user_0876,306.26,2024-09-21 01:18:00,Misc,Misc purchase,Other
user_0742,237.54,2024-07-29 09:26:00,Bank Transfer,Bank Transfer,Transfer
user_0930,249.59,2024-11-01 12:18:00,Gas Station,Gas Station purchase,Transport
user_0188,43.76,2024-07-08 09:53:00,Employer,Employer,Salary
user_0609,428.27,2024-05-08 12:54:00,P2P Transfer,P2P Transfer,Transfer
user_0225,420.59,2024-05-24 14:05:00,Misc,Misc purchase,Other
user_0375,257.26,2024-08-01 02:12:00,Freelance Income,Freelance Income,Salary
user_0475,12.33,2024-05-21 18:06:00,Lyft,Lyft purchase,Transport
user_0509,59.33,2024-02-13 06:59:00,Metro,Metro purchase,Transport
user_0377,135.94,2024-03-05 10:47:00,Target,Target purchase,Groceries
user_0369,56.06,2024-09-08 10:17:00,Walmart,Walmart purchase,Groceries
user_0127,29.66,2024-04-03 20:54:00,Ebay,Ebay purchase,Shopping
user_0283,380.37,2024-07-23 16:59:00,Various,Various purchase,Other
user_0855,58.99,2024-03-27 23:28:00,PG&E,PG&E purchase,Utilities
user_0888,333.66,2024-12-17 20:32:00,Bar,Bar purchase,Entertainment
user_0372,403.27,2024-01-20 16:02:00,Freelance Income,Freelance Income,Salary
user_0811,489.15,2024-11-01 23:12:00,Water Bill,Water Bill purchase,Utilities
user_0430,212.38,2024-10-26 08:25:00,Freelance Income,Freelance Income,Salary
user_0974,9.48,2024-05-01 14:48:00,Housing Co.,Housing Co. purchase,Rent/Mortgage
user_0672,148.56,2024-05-12 01:16:00,Ebay,Ebay purchase,Shopping
user_0352,477.06,2024-06-01 20:30:00,Dentist,Dentist purchase,Healthcare
user_0625,379.18,2024-05-27 16:10:00,Medical Supply,Medical Supply purchase,Healthcare
user_0527,221.63,2024-09-22 15:49:00,Mortgage,Mortgage purchase,Rent/Mortgage
user_0810,347.38,2024-05-04 06:05:00,Metro,Metro purchase,Transport
user_0762,68.87,2024-01-05 02:19:00,PG&E,PG&E purchase,Utilities
user_0793,331.33,2024-10-01 04:09:00,Water Bill,Water Bill purchase,Utilities
user_0646,265.94,2024-09-13 20:02:00,Restaurant,Restaurant purchase,Entertainment
user_0815,297.63,2024-01-29 08:24:00,Uber,Uber purchase,Transport
user_0384,128.9,2024-02-12 17:31:00,Lyft,Lyft purchase,Transport
user_0109,19.31,2024-11-04 17:43:00,Netflix,Netflix purchase,Entertainment
user_0688,279.32,2024-07-13 10:13:00,Uncategorized,Uncategorized purchase,Other
user_0858,100.54,2024-06-17 22:10:00,Restaurant,Restaurant purchase,Entertainment
user_0292,432.03,2024-07-09 00:18:00,Bus Ticket,Bus Ticket purchase,Transport
user_0954,252.61,2024-06-16 02:20:00,Employer,Employer,Salary
user_0311,26.7,2024-04-02 22:08:00,Water Bill,Water Bill purchase,Utilities
user_0171,329.88,2024-02-13 08:59:00,Spotify,Spotify purchase,Entertainment
user_0897,401.59,2024-05-08 20:43:00,Bank Transfer,Bank Transfer,Transfer
user_0604,76.12,2024-08-24 01:02:00,Taxi,Taxi purchase,Transport
user_0786,91.8,2024-12-11 07:30:00,Uncategorized,Uncategorized purchase,Other
user_0018,32.86,2024-01-09 19:36:00,Bank Transfer,Bank Transfer,Transfer
user_0608,439.34,2024-04-13 05:42:00,Trader Joe's,Trader Joe's purchase,Groceries
user_0112,275.8,2024-09-01 09:04:00,Doctor Visit,Doctor Visit purchase,Healthcare
user_0369,219.26,2024-11-01 19:52:00,Freelance Income,Freelance Income,Salary
user_0349,492.66,2024-09-07 19:44:00,Bar,Bar purchase,Entertainment
user_0537,406.46,2024-07-16 20:43:00,Local Grocer,Local Grocer purchase,Groceries
user_0539,200.55,2024-01-29 05:19:00,Kroger,Kroger purchase,Groceries
user_0623,350.66,2024-06-06 10:02:00,Target,Target purchase,Groceries
user_0680,6.69,2024-03-04 11:01:00,Gas Company,Gas Company purchase,Utilities
user_0415,9.54,2024-04-02 04:33:00,Ebay,Ebay purchase,Shopping
user_0819,218.18,2024-02-26 09:17:00,P2P Transfer,P2P Transfer,Transfer
user_0893,88.86,2024-06-14 14:43:00,Doctor Visit,Doctor Visit purchase,Healthcare
user_0627,123.29,2024-12-21 03:16:00,Bank Transfer,Bank Transfer,Transfer
user_0140,200.23,2024-12-19 02:08:00,Online Shop,Online Shop purchase,Shopping
user_0806,44.02,2024-03-04 22:11:00,Gas Station,Gas Station purchase,Transport
user_0573,183.3,2024-06-06 01:11:00,Gaming Store,Gaming Store purchase,Entertainment
user_0345,191.91,2024-07-27 02:17:00,Payroll,Payroll,Salary
user_0617,329.17,2024-02-08 09:08:00,Water Bill,Water Bill purchase,Utilities
user_0689,478.75,2024-08-20 21:30:00,Trader Joe's,Trader Joe's purchase,Groceries
user_0719,227.78,2024-05-30 02:46:00,Restaurant,Restaurant purchase,Entertainment
user_0501,27.98,2024-10-11 22:25:00,Amazon,Amazon purchase,Shopping
user_0175,390.09,2024-01-11 03:46:00,Lyft,Lyft purchase,Transport
user_0307,350.75,2024-08-16 04:15:00,Employer,Employer,Salary
user_0866,36.91,2024-04-18 11:53:00,Ebay,Ebay purchase,Shopping
user_0187,106.66,2024-01-20 09:52:00,Employer,Employer,Salary
user_0944,259.54,2024-12-06 06:27:00,Con Edison,Con Edison purchase,Utilities
user_0988,318.22,2024-04-03 12:05:00,Water Bill,Water Bill purchase,Utilities
user_0058,483.89,2024-08-19 17:46:00,Rent Payment,Rent Payment purchase,Rent/Mortgage
user_0990,311.78,2024-06-05 04:49:00,Gas Company,Gas Company purchase,Utilities
user_0120,269.64,2024-05-17 08:53:00,Bank Transfer,Bank Transfer,Transfer
user_0524,62.3,2024-05-05 07:24:00,Doctor Visit,Doctor Visit purchase,Healthcare
user_0039,268.55,2024-04-08 22:52:00,Rent Payment,Rent Payment purchase,Rent/Mortgage
user_0252,43.48,2024-04-03 11:59:00,P2P Transfer,P2P Transfer,Transfer
user_0210,124.89,2024-12-28 06:47:00,Whole Foods,Whole Foods purchase,Groceries
user_0205,80.69,2024-07-22 11:12:00,Misc,Misc purchase,Other
user_0601,475.45,2024-12-22 00:10:00,Mortgage,Mortgage purchase,Rent/Mortgage
user_0286,121.85,2024-04-10 09:35:00,Landlord,Landlord purchase,Rent/Mortgage
user_0333,326.81,2024-03-17 20:42:00,Lyft,Lyft purchase,Transport
user_0758,470.43,2024-03-13 11:31:00,Various,Various purchase,Other
user_0371,434.9,2024-02-08 08:20:00,Uber,Uber purchase,Transport
user_0826,470.62,2024-07-31 05:40:00,Payroll,Payroll,Salary
user_0811,111.8,2024-01-12 06:00:00,Housing Co.,Housing Co. purchase,Rent/Mortgage
user_0123,150.46,2024-08-29 05:16:00,Department Store,Department Store purchase,Shopping
user_0575,245.45,2024-03-10 12:35:00,Rent Payment,Rent Payment purchase,Rent/Mortgage
user_0216,67.14,2024-08-29 18:33:00,Walmart,Walmart purchase,Groceries
user_0139,83.7,2024-11-08 19:16:00,Department Store,Department Store purchase,Shopping
user_0367,442.88,2024-09-14 16:07:00,Dentist,Dentist purchase,Healthcare
user_0969,51.0,2024-12-18 20:37:00,Department Store,Department Store purchase,Shopping
user_0413,229.88,2024-04-28 10:06:00,Con Edison,Con Edison purchase,Utilities
user_0054,310.47,2024-10-29 09:45:00,Concert Tickets,Concert Tickets purchase,Entertainment
user_0579,40.28,2024-05-18 08:32:00,Employer,Employer,Salary
user_0946,169.93,2024-11-09 23:28:00,Ebay,Ebay purchase,Shopping
user_0608,431.75,2024-07-07 02:35:00,Doctor Visit,Doctor Visit purchase,Healthcare
user_0191,205.51,2024-04-13 11:00:00,Online Shop,Online Shop purchase,Shopping
user_0709,219.68,2024-04-11 03:54:00,P2P Transfer,P2P Transfer,Transfer
user_0397,272.11,2024-06-23 09:02:00,Whole Foods,Whole Foods purchase,Groceries
user_0419,200.19,2024-10-29 00:05:00,H&M,H&M purchase,Shopping
user_0978,193.15,2024-05-31 12:39:00,Employer,Employer,Salary
user_0130,88.05,2024-07-08 07:38:00,Whole Foods,Whole Foods purchase,Groceries
user_0172,336.68,2024-01-22 05:12:00,Con Edison,Con Edison purchase,Utilities
user_0043,123.28,2024-12-01 02:12:00,Uncategorized,Uncategorized purchase,Other
user_0790,470.14,2024-02-04 00:27:00,P2P Transfer,P2P Transfer,Transfer
user_0170,80.97,2024-06-02 18:37:00,Gaming Store,Gaming Store purchase,Entertainment
user_0178,158.14,2024-06-27 22:57:00,Various,Various purchase,Other
user_0899,144.48,2024-11-07 17:45:00,Kroger,Kroger purchase,Groceries
user_0611,337.72,2024-08-20 05:55:00,Gas Company,Gas Company purchase,Utilities
user_0984,375.12,2024-11-21 03:59:00,Medical Supply,Medical Supply purchase,Healthcare
user_0777,176.87,2024-05-25 11:01:00,Dentist,Dentist purchase,Healthcare
user_0354,496.61,2024-07-03 01:31:00,P2P Transfer,P2P Transfer,Transfer
user_0051,372.5,2024-10-23 19:58:00,Employer,Employer,Salary
user_0975,415.88,2024-11-21 18:53:00,Lyft,Lyft purchase,Transport
user_0199,273.87,2024-01-27 08:58:00,Netflix,Netflix purchase,Entertainment
user_0931,369.14,2024-01-21 11:29:00,Bank Transfer,Bank Transfer,Transfer
user_0789,227.61,2024-09-14 00:53:00,P2P Transfer,P2P Transfer,Transfer
user_0272,411.32,2024-06-29 17:43:00,Department Store,Department Store purchase,Shopping
user_0688,474.34,2024-05-06 03:31:00,Gaming Store,Gaming Store purchase,Entertainment
user_0507,409.61,2024-06-16 00:29:00,Restaurant,Restaurant purchase,Entertainment
user_0195,496.27,2024-06-20 04:19:00,Water Bill,Water Bill purchase,Utilities
user_0060,389.56,2024-10-28 04:38:00,Housing Co.,Housing Co. purchase,Rent/Mortgage
user_0240,270.34,2024-07-28 00:29:00,Netflix,Netflix purchase,Entertainment
user_0091,51.41,2024-05-31 00:33:00,Landlord,Landlord purchase,Rent/Mortgage
user_0601,446.99,2024-10-09 18:06:00,Spotify,Spotify purchase,Entertainment
user_0557,229.21,2024-05-06 00:55:00,Hospital,Hospital purchase,Healthcare
user_0410,255.51,2024-06-02 00:01:00,Employer,Employer,Salary
user_0958,204.51,2024-07-25 13:41:00,Online Shop,Online Shop purchase,Shopping
user_0040,323.08,2024-08-31 06:04:00,P2P Transfer,P2P Transfer,Transfer
user_0225,110.27,2024-02-23 15:41:00,Pharmacy,Pharmacy purchase,Healthcare
user_0795,60.31,2024-10-17 13:50:00,Misc,Misc purchase,Other
user_0320,376.85,2024-08-30 14:37:00,Misc,Misc purchase,Other
user_0903,405.99,2024-06-15 14:08:00,Whole Foods,Whole Foods purchase,Groceries
user_0617,107.43,2024-01-22 05:24:00,H&M,H&M purchase,Shopping
user_0907,461.6,2024-07-27 05:25:00,Housing Co.,Housing Co. purchase,Rent/Mortgage
user_0855,477.54,2024-01-09 23:00:00,P2P Transfer,P2P Transfer,Transfer
user_0898,107.99,2024-09-01 09:15:00,Concert Tickets,Concert Tickets purchase,Entertainment
user_0601,185.76,2024-02-11 17:26:00,Local Grocer,Local Grocer purchase,Groceries
user_0916,348.08,2024-07-31 15:11:00,PG&E,PG&E purchase,Utilities
user_0884,204.91,2024-09-24 14:52:00,Rent Payment,Rent Payment purchase,Rent/Mortgage
user_0030,175.98,2024-06-29 11:24:00,PG&E,PG&E purchase,Utilities
user_0439,117.26,2024-04-01 10:37:00,Misc,Misc purchase,Other
user_0302,186.42,2024-03-31 07:54:00,Misc,Misc purchase,Other
user_0521,66.35,2024-03-20 06:13:00,Target,Target purchase,Groceries
user_0097,350.08,2024-01-03 17:36:00,Metro,Metro purchase,Transport
user_0030,32.68,2024-08-10 03:43:00,Bar,Bar purchase,Entertainment
user_0574,68.16,2024-04-02 10:48:00,Zara,Zara purchase,Shopping
user_0371,232.53,2024-08-30 18:14:00,Uncategorized,Uncategorized purchase,Other
user_0531,334.87,2024-09-07 12:41:00,Doctor Visit,Doctor Visit purchase,Healthcare
user_0898,120.65,2024-02-18 22:03:00,Netflix,Netflix purchase,Entertainment
user_0936,179.25,2024-12-29 02:17:00,Netflix,Netflix purchase,Entertainment
user_0246,303.62,2024-03-05 17:17:00,Misc,Misc purchase,Other
user_0509,279.36,2024-09-21 00:23:00,Hospital,Hospital purchase,Healthcare
user_0065,320.12,2024-03-22 23:19:00,Medical Supply,Medical Supply purchase,Healthcare
user_0723,50.71,2024-11-06 11:23:00,Uncategorized,Uncategorized purchase,Other
user_0258,487.75,2024-05-23 12:52:00,Zara,Zara purchase,Shopping
user_0880,308.42,2024-03-12 16:48:00,Payroll,Payroll,Salary
user_0639,342.0,2024-08-06 04:47:00,Landlord,Landlord purchase,Rent/Mortgage
user_0376,80.07,2024-10-07 12:40:00,Pharmacy,Pharmacy purchase,Healthcare
user_0524,432.6,2024-02-09 11:01:00,Freelance Income,Freelance Income,Salary
user_0882,241.9,2024-03-16 03:52:00,Bank Transfer,Bank Transfer,Transfer
user_0490,105.53,2024-05-28 09:07:00,Whole Foods,Whole Foods purchase,Groceries
user_0995,82.26,2024-12-11 07:13:00,Taxi,Taxi purchase,Transport
user_0425,473.92,2024-04-10 11:08:00,Spotify,Spotify purchase,Entertainment
user_0112,380.89,2024-12-19 11:49:00,Various,Various purchase,Other
user_0000,330.07,2024-02-05 05:01:00,Con Edison,Con Edison purchase,Utilities
user_0112,314.82,2024-11-17 14:40:00,Department Store,Department Store purchase,Shopping
user_0383,30.49,2024-05-20 00:04:00,Hospital,Hospital purchase,Healthcare
user_0800,82.82,2024-05-07 19:08:00,Gas Company,Gas Company purchase,Utilities
user_0323,477.89,2024-04-16 06:31:00,Freelance Income,Freelance Income,Salary
user_0764,465.04,2024-01-09 23:39:00,Ebay,Ebay purchase,Shopping
user_0189,442.62,2024-03-11 14:51:00,Bar,Bar purchase,Entertainment
user_0725,203.56,2024-10-15 02:10:00,PG&E,PG&E purchase,Utilities
user_0721,323.52,2024-07-11 22:48:00,Ebay,Ebay purchase,Shopping
user_0206,62.88,2024-01-19 08:51:00,Concert Tickets,Concert Tickets purchase,Entertainment
user_0780,15.77,2024-06-27 11:08:00,Housing Co.,Housing Co. purchase,Rent/Mortgage
user_0162,371.32,2024-09-23 05:03:00,Gas Company,Gas Company purchase,Utilities
user_0886,248.77,2024-06-30 05:40:00,Electricity Co.,Electricity Co. purchase,Utilities
user_0976,473.66,2024-04-12 13:55:00,Various,Various purchase,Other
user_0505,389.04,2024-11-20 01:28:00,Mortgage,Mortgage purchase,Rent/Mortgage
user_0327,319.13,2024-05-03 14:09:00,Ebay,Ebay purchase,Shopping
user_0779,70.4,2024-05-08 13:13:00,Lyft,Lyft purchase,Transport
user_0153,372.53,2024-11-16 00:25:00,Uncategorized,Uncategorized purchase,Other
user_0231,354.94,2024-08-07 08:40:00,Target,Target purchase,Groceries
user_0381,294.77,2024-08-12 11:06:00,Trader Joe's,Trader Joe's purchase,Groceries
user_0727,142.3,2024-11-02 06:08:00,Payroll,Payroll,Salary
user_0534,6.05,2024-11-21 17:06:00,Misc,Misc purchase,Other
user_0950,247.97,2024-12-20 19:05:00,Bank Transfer,Bank Transfer,Transfer
user_0720,74.26,2024-07-19 02:29:00,Department Store,Department Store purchase,Shopping
user_0622,313.84,2024-10-28 14:25:00,Uber,Uber purchase,Transport
user_0353,237.02,2024-12-26 05:33:00,Freelance Income,Freelance Income,Salary
user_0714,369.82,2024-09-01 12:57:00,Payroll,Payroll,Salary
user_0682,192.88,2024-03-30 22:03:00,Landlord,Landlord purchase,Rent/Mortgage
user_0698,337.27,2024-06-28 02:59:00,Hospital,Hospital purchase,Healthcare
user_0861,167.97,2024-12-20 05:25:00,Freelance Income,Freelance Income,Salary
user_0256,266.85,2024-09-28 23:21:00,Gaming Store,Gaming Store purchase,Entertainment
user_0703,198.79,2024-07-02 08:30:00,Whole Foods,Whole Foods purchase,Groceries
user_0954,66.7,2024-04-26 20:09:00,Bank Transfer,Bank Transfer,Transfer
user_0632,421.05,2024-04-09 00:31:00,Walmart,Walmart purchase,Groceries
user_0442,174.33,2024-02-21 02:32:00,Spotify,Spotify purchase,Entertainment
user_0233,156.95,2024-03-05 13:27:00,Rent Payment,Rent Payment purchase,Rent/Mortgage
user_0551,240.2,2024-08-05 13:15:00,P2P Transfer,P2P Transfer,Transfer
user_0909,176.29,2024-10-07 15:30:00,Online Shop,Online Shop purchase,Shopping
user_0739,343.75,2024-07-01 10:56:00,Misc,Misc purchase,Other
user_0218,292.11,2024-08-07 15:32:00,P2P Transfer,P2P Transfer,Transfer
user_0038,494.27,2024-01-18 02:38:00,Freelance Income,Freelance Income,Salary
user_0902,491.2,2024-01-06 19:06:00,Pharmacy,Pharmacy purchase,Healthcare
user_0969,115.59,2024-05-25 15:22:00,Uncategorized,Uncategorized purchase,Other
user_0681,138.61,2024-04-03 02:41:00,Misc,Misc purchase,Other
user_0000,9.35,2024-07-01 19:34:00,Doctor Visit,Doctor Visit purchase,Healthcare
user_0572,428.47,2024-05-15 16:27:00,Medical Supply,Medical Supply purchase,Healthcare
user_0237,409.3,2024-03-07 23:55:00,Bar,Bar purchase,Entertainment
user_0840,247.79,2024-06-02 11:27:00,Zara,Zara purchase,Shopping
user_0122,489.48,2024-06-04 19:43:00,Uncategorized,Uncategorized purchase,Other
user_0486,325.95,2024-02-03 18:09:00,Gaming Store,Gaming Store purchase,Entertainment
